TTD_ID,Target_ID,Target_Name,Highest_status,MOA(Mechanisms of Action),FHDI_Drug_ID
D0GU4K,T47094,Substance-P receptor (TACR1),Approved,Antagonist,D01345
D0L3DK,T31391,Dipeptidyl peptidase 4 (DPP-4),Approved,Inhibitor,D00999
D0C6DT,T92687,Gastric H(+)/K(+) ATPase (Proton pump),Approved,Modulator,D01004
D0HR8Z,T14908,Ceramide glucosyltransferase (UGCG),Approved,Inhibitor,D00569
D0E9WL,T34743,Bacterial Penicillin binding protein (Bact PBP),Approved,Binder,D00903
D00PEH,T16156,Thrombopoietin receptor (MPL),Approved,Agonist,D01347
D06YYD,T51666,Gastric H(+)/K(+) ATPase alpha (ATP4A),Approved,Inhibitor,D01009
D06YYD,T92687,Gastric H(+)/K(+) ATPase (Proton pump),Approved,Modulator,D01009
D06YYD,T51666,Gastric H(+)/K(+) ATPase alpha (ATP4A),Approved,Inhibitor,D01385
D06YYD,T92687,Gastric H(+)/K(+) ATPase (Proton pump),Approved,Modulator,D01385
D00BLL,T28893,Muscarinic acetylcholine receptor M1 (CHRM1),Approved,Modulator,D01026
D01KHH,T75984,5-HT 2 receptor (5HT2R),Approved,Antagonist,D00107
D00WUF,T84316,Voltage-gated calcium channel alpha-2/delta-1 (CACNA2D1),Approved,Modulator,D00951
D0J8IJ,T14908,Ceramide glucosyltransferase (UGCG),Approved,Modulator,D01200
D02EYG,T31391,Dipeptidyl peptidase 4 (DPP-4),Approved,Inhibitor,D01050
D04JHN,T58992,Opioid receptor delta (OPRD1),Approved,Binder,D00901
D04JHN,T47768,Opioid receptor mu (MOP),Approved,Inhibitor,D00901
D01TNW,T30085,Sodium/glucose cotransporter 2 (SGLT2),Approved,Modulator,D01038
D08YIN,T67952,Potassium channel unspecific (KC),Approved,Modulator,D00015
D0G3PI,T60077,Retinoic acid receptor RXR-beta (RXRB),Approved,Agonist,D00782
D0G3PI,T13726,Retinoic acid receptor RXR-alpha (RXRA),Approved,Agonist,D00782
D0G3PI,T61657,Retinoic acid receptor beta (RARB),Approved,Agonist,D00782
D0G3PI,T46456,Retinoic acid receptor RXR-gamma (RXRG),Approved,Agonist,D00782
D0G3PI,T82146,Retinoic acid receptor gamma (RARG),Approved,Modulator,D00782
D0TV9K,T79961,Muscarinic acetylcholine receptor M5 (CHRM5),Approved,Antagonist,D00323
D0P6ZH,T84316,Voltage-gated calcium channel alpha-2/delta-1 (CACNA2D1),Approved,Blocker,D00622
D05AWP,T16047,Onchocerca Glutamate-gated chloride channel (Onchoc GluCl),Approved,Modulator,D01022
D05AWP,T64382,Gamma-aminobutyric acid receptor (GAR),Approved,Modulator,D01022
D0OB0F,T63505,Tyrosine-protein kinase ABL1 (ABL),Approved,Inhibitor,D00925
D0OB0F,T85943,Proto-oncogene c-Src (SRC),Approved,Inhibitor,D00925
D0Y2LR,T77913,Histamine H1 receptor (H1R),Approved,Antagonist,D00130
D02AYL,T53242,Mycobacterium Mycolic acid synthase (MycB cma),Approved,Inhibitor,D00785
D0X5UN,T51408,Adrenergic receptor beta-3 (ADRB3),Approved,Modulator,D01031
D0H0EQ,T74312,Fms-like tyrosine kinase 3 (FLT-3),Approved,Modulator,D01139
D0H0EQ,T63505,Tyrosine-protein kinase ABL1 (ABL),Approved,Modulator,D01139
D0H0EQ,T57700,Tyrosine-protein kinase Kit (KIT),Approved,Modulator,D01139
D0H0EQ,T60631,Proto-oncogene c-Ret (RET),Approved,Modulator,D01139
D0T6WN,T14342,Human immunodeficiency virus Reverse transcriptase (HIV RT),Approved,Inhibitor,D00976
D0T6WN,T43739,Voltage-gated sodium channel alpha Nav1.8 (SCN10A),Approved,Inhibitor,D00976
D0T1WN,T28722,GABA(A) receptor gamma-3 (GABRG3),Approved,Modulator (allosteric modulator),D00393
D0T1WN,T51487,GABA(A) receptor alpha-1 (GABRA1),Approved,Modulator,D00393
D0L9HX,T25464,Calcineurin (PPP3CA),Approved,Inhibitor,D00997
D01QGX,T32060,5-HT 2A receptor (HTR2A),Approved,Modulator,D01072
D01QGX,T67162,Dopamine D2 receptor (D2R),Approved,Modulator,D01072
D06ALD,T30085,Sodium/glucose cotransporter 2 (SGLT2),Approved,Modulator,D01099
D07ABV,T73726,Candida Cytochrome P450 51 (Candi ERG11),Approved,Inhibitor,D00791
D01WUA,T99954,Prostacyclin receptor (PTGIR),Approved,Agonist,D00987
D0V8HJ,T62431,Tyrosine-protein kinase SYK (SYK),Approved,Modulator,D01096
D0XF8W,T79068,Bacterial Fatty acid synthetase I (Bact inhA),Approved,Inhibitor,D00012
D0MU9L,T21678,Alpha-galactosidase A (GLA),Approved,Modulator,D00727
D0KL4J,T51666,Gastric H(+)/K(+) ATPase alpha (ATP4A),Approved,Inhibitor,D00330
D08DFX,T30085,Sodium/glucose cotransporter 2 (SGLT2),Approved,Modulator,D01137
D0G8BM,T08391,Janus kinase 2 (JAK-2),Approved,Inhibitor,D01123
D09FAZ,T92308,DNA [cytosine-5]-methyltransferase (DNMT),Approved,Inhibitor,D00458
D06WRJ,T59328,Epidermal growth factor receptor (EGFR),Registered,Antagonist,D01173
D00JRA,T93662,Hyaluronidase (HYAL),Approved,Modulator,D00847
D03EDQ,T66505,Smoothened homolog (SMO),Approved,Modulator,D01132
D06UDG,T74456,Angiotensin II receptor type-1 (AGTR1),Approved,Antagonist,D00601
D01WLC,T84886,Solute carrier family 12 member 3 (SLC12A3),Approved,Blocker,D00239
D01ZRI,T80975,Vascular endothelial growth factor receptor 2 (KDR),Approved,Modulator,D00974
D06XXH,T92057,Erbb4 tyrosine kinase receptor (Erbb-4),Approved,Antagonist,D01086
D06XXH,T14597,Erbb2 tyrosine kinase receptor (HER2),Approved,Antagonist,D01086
D06XXH,T59328,Epidermal growth factor receptor (EGFR),Approved,Antagonist,D01086
D0W9WF,T66665,Prostaglandin G/H synthase 2 (COX-2),Approved,Inhibitor,D00203
D09YHJ,T16047,Onchocerca Glutamate-gated chloride channel (Onchoc GluCl),Approved,Activator,D00961
D09GDD,T60631,Proto-oncogene c-Ret (RET),Approved,Modulator,D01071
D09GDD,T80975,Vascular endothelial growth factor receptor 2 (KDR),Approved,Modulator,D01071
D09GDD,T57700,Tyrosine-protein kinase Kit (KIT),Approved,Modulator,D01071
D0Q5NX,T20178,Tumor necrosis factor (TNF),Approved,Inhibitor,D00745
D04XVN,T23003,MAPK/ERK kinase kinase (MAP3K),Approved,Modulator,D01097
D05ROI,T99089,Serine/threonine-protein kinase B-raf (BRAF),Approved,Inhibitor,D01167
D05ROI,T99089,Serine/threonine-protein kinase B-raf (BRAF),Approved,Inhibitor,D01388
DY7MH5,T79232,Vasopressin V1a receptor (V1AR),Phase 3,Antagonist,D01184
D02STN,T89041,Steroid 17-alpha-monooxygenase (S17AH),Approved,Modulator,D00694
D07YGK,T22939,Progesterone receptor (PGR),Phase 2,Antagonist,D01196
D06PSS,T67952,Potassium channel unspecific (KC),Approved,Modulator,D00917
D6DT3X,T22348,Bacterial DNA gyrase (Bact gyrase),Phase 2,Inhibitor,D00789
D6DT3X,T72545,Bacterial DNA topoisomerase 4A (Bact parC),Phase 2,Inhibitor,D00789
D0R7HO,T93878,Solute carrier family 12 member 1 (SLC12A1),Approved,Blocker,D00064
D0U3YU,T27021,Transferase unspecific (TF),Approved,Modulator,D00538
D0W7HE,T80276,PI3-kinase alpha (PIK3CA),Approved,Inhibitor,D01234
D05PWX,T63966,Vascular endothelial growth factor receptor 1 (FLT-1),Phase 3,Inhibitor,D01201
D05PWX,T47101,Fibroblast growth factor receptor 1 (FGFR1),Phase 3,Inhibitor,D01201
D05PWX,T80975,Vascular endothelial growth factor receptor 2 (KDR),Phase 3,Inhibitor,D01201
D05PWX,T07303,Vascular endothelial growth factor receptor 3 (FLT-4),Phase 3,Inhibitor,D01201
D05PWX,T20333,Macrophage colony-stimulating factor 1 receptor (CSF1R),Phase 3,Inhibitor,D01201
D05PWX,T31946,Vascular endothelial growth factor receptor (VEGFR),Phase 3,Inhibitor,D01201
D06JHV,T63505,Tyrosine-protein kinase ABL1 (ABL),Phase 2,Inhibitor,D01187
D0T6XX,T92687,Gastric H(+)/K(+) ATPase (Proton pump),Approved,Modulator,D00283
D00LSI,T61400,Dihydroorotate dehydrogenase (DHODH),Phase 2,Modulator,D01015
D06YPU,T03403,Prostaglandin G/H synthase (COX),Approved,Modulator,D00552
D00YEV,T88285,Lactoylglutathione lyase (GLO1),Phase 2,Inhibitor,D00879
D00YEV,T20178,Tumor necrosis factor (TNF),Phase 2,Inhibitor,D00879
D00YEV,T40954,Xanthine dehydrogenase/oxidase (XDH),Phase 2,Inhibitor,D00879
D00YEV,T60526,L-selectin (SELL),Phase 2,Inhibitor,D00879
D00YEV,T86161,Prolyl endopeptidase (PREP),Phase 2,Inhibitor,D00879
D00YEV,T10965,P-selectin (SELP),Phase 2,Inhibitor,D00879
D00YEV,T00140,Arachidonate 5-lipoxygenase (5-LOX),Phase 2,Inhibitor,D00879
D0M4WA,T51426,Farnesoid X-activated receptor (FXR),Approved,Modulator,D00779
D0O0LS,T69128,Proto-oncogene c-Ros (ROS1),Approved,Inhibitor,D01151
D0O0LS,T56418,ALK tyrosine kinase receptor (ALK),Approved,Inhibitor,D01151
D0O0LS,T84703,BDNF/NT-3 growth factors receptor (TrkB),Approved,Inhibitor,D01151
D0O0LS,T51076,NT-3 growth factor receptor (TrkC),Approved,Inhibitor,D01151
D0O0LS,T07173,Tropomyosin-related kinase A (TrkA),Approved,Inhibitor,D01151
D0U2JP,T31391,Dipeptidyl peptidase 4 (DPP-4),Approved,Inhibitor,D00861
D06ZEO,T19693,Soluble guanylyl cyclase (GUCY2D),Approved,Modulator,D01208
D0T5DP,T23003,MAPK/ERK kinase kinase (MAP3K),Phase 3,Modulator,D01052
D0T5DP,T35940,ERK activator kinase 1 (MEK1),Phase 3,Inhibitor,D01052
D0T5DP,T89055,ERK activator kinase 2 (MEK2),Phase 3,Inhibitor,D01052
D0QK5X,T11211,Androgen receptor (AR),Approved,Modulator,D01106
D07BSQ,T22939,Progesterone receptor (PGR),Approved,Agonist,D00416
D0KX7I,T56418,ALK tyrosine kinase receptor (ALK),Phase 3,Inhibitor,D01239
D02CPP,T92687,Gastric H(+)/K(+) ATPase (Proton pump),Approved,Modulator,D01180
D0LW0T,T40474,Proto-oncogene c-Met (MET),Phase 3,Inhibitor,D01259
D05MQK,T07663,Phosphodiesterase 5A (PDE5A),Approved,Inhibitor,D00671
D0NV5O,T72168,Mineralocorticoid receptor  (MR),Phase 3,Antagonist,D01248
DDH8L6,T59328,Epidermal growth factor receptor (EGFR),Phase 3,Inhibitor,D01313
D00DKK,T11822,Retinoic acid receptor (RAR),Approved,Agonist,D00886
D0V4QS,T67162,Dopamine D2 receptor (D2R),Approved,Agonist,D01335
D0M7JT,T94033,Coagulation factor IIa (F2),Approved,Inhibitor,D00741
D0C4YC,T60529,Prostaglandin G/H synthase 1 (COX-1),Approved,Inhibitor,D00228
D0C4YC,T60529,Prostaglandin G/H synthase 1 (COX-1),Approved,Inhibitor,D01371
D0KG3R,T84631,Coagulation factor Xa (F10),Approved,Modulator,D01036
D0H0KB,T34123,Voltage-gated sodium channel alpha Nav1.9 (SCN11A),Approved,Blocker,D00333
D01AXB,T27812,Serotonin transporter (SERT),Approved,Inhibitor,D00599
D01AXB,T21945,Norepinephrine transporter (NET),Approved,Inhibitor,D00599
D0CP4E,T64382,Gamma-aminobutyric acid receptor (GAR),Approved,Agonist,D00101
D05OFX,T92078,Dihydropyrimidinase related protein 2 (DPYSL2),Approved,Modulator,D00747
D05OFX,T34123,Voltage-gated sodium channel alpha Nav1.9 (SCN11A),Approved,Inhibitor,D00747
D05OFX,T72065,Voltage-gated sodium channel (Nav),Approved,Inhibitor,D00747
D0E1XL,T64591,5-HT 3A receptor (HTR3A),Approved,Antagonist,D00902
D0E1XL,T73676,Synaptic vesicle glycoprotein 2A (SV2A),Approved,Modulator,D00902
D0QL3P,T34123,Voltage-gated sodium channel alpha Nav1.9 (SCN11A),Approved,Blocker,D00535
D0Y7RW,T64382,Gamma-aminobutyric acid receptor (GAR),Approved,Antagonist,D00294
D07VDZ,T73495,Glutamate receptor ionotropic kainate 1 (GRIK1),Approved,Antagonist,D00910
D09ZIS,T29303,Sodium channel unspecific (NaC),Approved,Blocker,D00394
D09LWS,T33901,Niemann-Pick C1-like protein 1 (NPC1L1),Approved,Inhibitor,D00704
D03JTG,T63966,Vascular endothelial growth factor receptor 1 (FLT-1),Phase 3,Inhibitor,D01169
D03JTG,T80975,Vascular endothelial growth factor receptor 2 (KDR),Phase 3,Inhibitor,D01169
D03JTG,T07303,Vascular endothelial growth factor receptor 3 (FLT-4),Phase 3,Inhibitor,D01169
D03JTG,T31946,Vascular endothelial growth factor receptor (VEGFR),Phase 3,Inhibitor,D01169
D00USF,T27812,Serotonin transporter (SERT),Approved,Modulator,D00373
D00USF,T78709,5-HT 1A receptor (HTR1A),Approved,Modulator,D00373
D07DCG,T69563,Oxalosuccinate decarboxylase (IDH1),Approved,Inhibitor,D01275
D01ZGH,T05152,Hepatitis C virus RNA-directed RNA polymerase (HCV NS5B),Discontinued in Phase 1,Inhibitor,D01242
D0C3SW,T86057,Urate anion exchanger 1 (URAT1),Approved,Modulator,D01204
D08PIE,T56418,ALK tyrosine kinase receptor (ALK),Approved,Inhibitor,D01258
D04LVK,T56418,ALK tyrosine kinase receptor (ALK),Approved,Modulator,D01240
D0D6XT,T41515,FGFR4 messenger RNA (FGFR4 mRNA),Phase 1,Inhibitor,D01303
D04BCB,T86591,Peroxisome proliferator-activated receptor alpha (PPARA),Approved,Agonist,D01018
D04BCB,T58921,Peroxisome proliferator-activated receptor gamma (PPAR-gamma),Approved,Agonist,D01018
D0G6VL,T32060,5-HT 2A receptor (HTR2A),Approved,Antagonist,D00338
D01SHZ,T34867,Poly [ADP-ribose] polymerase (PARP),Approved,Modulator,D01043
DI4HA7,T20563,EGFR Exon20ins mutant (EGFR Exon20ins),Phase 3,Inhibitor,D01306
D0Y6SQ,T20297,Serine protease unspecific (SP),Phase 2,Inhibitor,D00071
D03QJL,T47941,Phosphodiesterase 4 (PDE4),Approved,Inhibitor,D00186
D03QJL,T33754,Phosphodiesterase 3 (PDE3),Approved,Inhibitor,D00186
D0VI4N,T63414,P2X purinoceptor 7 (P2RX7),Phase 1,Antagonist,D01296
D0O5AG,T32369,Influenza Polymerase acidic endonuclease (Influ PA),Approved,Inhibitor,D01317
D07VFD,T84316,Voltage-gated calcium channel alpha-2/delta-1 (CACNA2D1),Registered,Modulator,D01246
D03RTS,T66665,Prostaglandin G/H synthase 2 (COX-2),Approved,Inhibitor,D00079
D09WNK,T85605,5-HT receptor (5HTR),Phase 3,Antagonist,D00143
D0C4DH,T03896,Hepatitis C virus Serine protease NS3/4A (HCV NS3/4A),Approved,Inhibitor,D01391
D0C4DH,T40555,Hepatitis C virus Non-structural 5A (HCV NS5A),Approved,Inhibitor,D01391
D02CTS,T89534,Estrogen receptor (ESR),Approved,Modulator,D00846
D0R4UW,T47941,Phosphodiesterase 4 (PDE4),Approved,Modulator,D00783
D04UKC,T19693,Soluble guanylyl cyclase (GUCY2D),Approved,Modulator,D01077
D0E3SH,T68547,Histone deacetylase 1 (HDAC1),Approved,Inhibitor,D01002
D07EDB,T13852,Sphingosine-1-phosphate receptor 1 (S1PR1),Approved,Agonist,D01202
D0D5ZJ,T08391,Janus kinase 2 (JAK-2),Phase 3,Modulator,D01146
D0NF1U,T73712,Fatty acid-binding protein 1 (FABP1),Approved,Inhibitor,D00617
D0NF1U,T73712,Fatty acid-binding protein 1 (FABP1),Approved,Inhibitor,D01380
D09LNI,T73726,Candida Cytochrome P450 51 (Candi ERG11),Approved,Modulator,D00154
D06IAQ,T30082,Acetylcholinesterase (AChE),Approved,Inhibitor,D00030
D0PA5S,T86528,Geranyltranstransferase (FDPS),Approved,Inhibitor,D01374
D0PA5S,T86528,Geranyltranstransferase (FDPS),Approved,Inhibitor,D00343
D0W6CA,T34743,Bacterial Penicillin binding protein (Bact PBP),Approved,Binder,D00965
D03YGR,T92076,Extracellular calcium-sensing receptor (CASR),Approved,Agonist,D00715
D00HCQ,T52227,Candida Thymidylate synthase (Candi TMP1),Approved,Inhibitor,D00608
D01SAT,T67162,Dopamine D2 receptor (D2R),Approved,Antagonist,D00057
D06CVT,T27812,Serotonin transporter (SERT),Approved,Inhibitor,D00633
D09IPV,T89534,Estrogen receptor (ESR),Approved,Antagonist,D00522
D0K1XK,T69619,Membrane copper amine oxidase (AOC3),Approved,Modulator,D00180
D08LTU,T72657,Staphylococcus 30S ribosomal subunit (Stap-coc pbp2),Approved,Binder,D01211
D00FGO,T86836,Human Deoxyribonucleic acid (hDNA),Approved,Modulator,D00788
D0MD2L,T29303,Sodium channel unspecific (NaC),Approved,Blocker,D00690
D0GQ7K,T28658,Plasmodium 80S ribosome (Malaria 80S),Approved,Binder,D00224
D0HE0Y,T67952,Potassium channel unspecific (KC),Approved,Blocker,D00410
D06FDR,T14342,Human immunodeficiency virus Reverse transcriptase (HIV RT),Approved,Inhibitor,D01330
D0KR2J,T56518,Hepatitis B virus Reverse transcriptase (HBV RT),Approved,Modulator,D01323
D0E6YQ,T30082,Acetylcholinesterase (AChE),Approved,Inhibitor,D00017
D0I6IB,T66665,Prostaglandin G/H synthase 2 (COX-2),Approved,Inhibitor,D01216
D09ANG,T99954,Prostacyclin receptor (PTGIR),Approved,Antagonist,D00887
D05QDC,T29130,Signal transducer and activator of transcription 3 (STAT3),Approved,Inhibitor,D00895
D0X5KF,T47768,Opioid receptor mu (MOP),Approved,Modulator,D00900
D0A4IJ,T14342,Human immunodeficiency virus Reverse transcriptase (HIV RT),Approved,Inhibitor,D00758
D0U1OM,T60529,Prostaglandin G/H synthase 1 (COX-1),Approved,Inhibitor,D00593
D08LFZ,T66665,Prostaglandin G/H synthase 2 (COX-2),Approved,Inhibitor,D00120
D06JRD,T60529,Prostaglandin G/H synthase 1 (COX-1),Withdrawn from market,Inhibitor,D00123
D0G7FJ,T66665,Prostaglandin G/H synthase 2 (COX-2),Approved,Inhibitor,D01215
D02RQT,T00140,Arachidonate 5-lipoxygenase (5-LOX),Phase 3,Modulator,D00592
D0P7JZ,T62193,Aromatic-L-amino-acid decarboxylase (DDC),Approved,Inhibitor,D00537
D0Y9EW,T99089,Serine/threonine-protein kinase B-raf (BRAF),Approved,Modulator,D01162
D0Y2IE,T34743,Bacterial Penicillin binding protein (Bact PBP),Approved,Binder,D00948
D0J9HW,T34867,Poly [ADP-ribose] polymerase (PARP),Approved,Modulator,D01128
D06ZEE,T01318,Plasmodium Dihydroorotate dehydrogenase (Malaria DHOdehase),Approved,Inhibitor,D00650
D0W1US,T84885,Picornavirus Capsid protein VP1 (PicVir VP1),Phase 2,Modulator,D00014
D02VMJ,T30372,Trypanosoma Cruzipain (Trypano CYSP),Approved,Inhibitor,D00566
D0R1JV,T67162,Dopamine D2 receptor (D2R),Approved,Agonist,D00603
D0R1JV,T34429,Neuronal acetylcholine receptor alpha-7 (CHRNA7),Approved,Binder,D00603
D08TVA,T30372,Trypanosoma Cruzipain (Trypano CYSP),Phase 3,Inhibitor,D00216
D06CTE,T46482,Toll-like receptor 7 (TLR7),Approved,Agonist,D00585
D0R6BI,T22118,Dopamine D1 receptor (D1R),Approved,Agonist,D00145
D0Z9QR,T14342,Human immunodeficiency virus Reverse transcriptase (HIV RT),Approved,Inhibitor,D00510
D0NG7O,T07806,5-HT 1B receptor (HTR1B),Approved,Modulator,D00604
D0NG7O,T11072,5-HT 1D receptor (HTR1D),Approved,Modulator,D00604
D0C9SY,T07663,Phosphodiesterase 5A (PDE5A),Approved,Binder,D01336
D0J6II,T67952,Potassium channel unspecific (KC),Phase 3,Modulator,D01005
D0VR7W,T22348,Bacterial DNA gyrase (Bact gyrase),Approved,Modulator,D01006
D0VR7W,T40696,Staphylococcus Topoisomerase IV (Stap-coc parC),Approved,Modulator,D01006
D0Z2FB,T61744,Phosphodiesterase 4A (PDE4A),Phase 2,Inhibitor,D00712
D0Z2FB,T02001,Phosphodiesterase 4D (PDE4D),Phase 2,Inhibitor,D00712
D0Z2FB,T10265,Phosphodiesterase 4B (PDE4B),Phase 2,Inhibitor,D00712
D00SEB,T82577,Angiotensin-converting enzyme (ACE),Approved,Inhibitor,D00941
D0Z7KE,T45993,Calcium channel unspecific (CaC),Approved,Modulator,D00201
D02WFK,T69494,N-methyl-D-aspartate receptor (NMDAR),Approved,Agonist,D00431
D02WFK,T12187,Mycobacterium D-alanine-D-alanine ligase A (MycB ddl),Approved,Inhibitor,D00431
D02WFK,T14582,Mycobacterium Biosynthetic alanine racemase (MycB alr),Approved,Inhibitor,D00431
D02WFK,T62276,Glutamate receptor ionotropic NMDA 1 (NMDAR1),Approved,Inhibitor,D00431
D07UYO,T88338,Bacterial 23S ribosomal RNA (Bact 23S rRNA),Approved,Binder,D00763
D0F5LH,T67684,Muscarinic acetylcholine receptor M3 (CHRM3),Investigative,Antagonist,D00279
D09GUJ,T62094,Bacterial 30S ribosomal RNA (Bact 30S rRNA),Approved,Inhibitor,D01225
D0J6AU,T11388,Cathepsin K (CTSK),Phase 3,Inhibitor,D01054
D09NIA,T93878,Solute carrier family 12 member 1 (SLC12A1),Approved,Blocker,D00089
D00LNW,T51407,Exportin-1 (XPO1),Phase 3,Inhibitor,D01269
D0F4SY,T67162,Dopamine D2 receptor (D2R),Phase 3,Modulator,D01011
D07JAG,T62460,Janus kinase 1 (JAK-1),Approved,Modulator,D01244
D0IQ6P,T80975,Vascular endothelial growth factor receptor 2 (KDR),Approved,Inhibitor,D01148
D0IQ6P,T40474,Proto-oncogene c-Met (MET),Approved,Inhibitor,D01148
D03ZBT,T40474,Proto-oncogene c-Met (MET),Approved,Modulator,D01091
D03ZBT,T69128,Proto-oncogene c-Ros (ROS1),Approved,Modulator,D01091
D03ZBT,T56418,ALK tyrosine kinase receptor (ALK),Approved,Modulator,D01091
D03ZBT,T90848,HGF/Met signaling pathway (HGF/Met pathway),Approved,Inhibitor,D01091
D0G6QF,T80975,Vascular endothelial growth factor receptor 2 (KDR),Approved,Inhibitor,D00851
D0G6QF,T60631,Proto-oncogene c-Ret (RET),Approved,Inhibitor,D00851
D0G6QF,T59328,Epidermal growth factor receptor (EGFR),Approved,Inhibitor,D00851
D07MON,T22939,Progesterone receptor (PGR),Phase 2,Modulator,D00921
D0G3YC,T47094,Substance-P receptor (TACR1),Phase 3,Antagonist,D00975
D04FVU,T64591,5-HT 3A receptor (HTR3A),Approved,Antagonist,D00966
D06MQM,T40800,Sodium pump subunit alpha-1 (ATP1A1),Approved,Binder,D00971
D0OJ4L,T46482,Toll-like receptor 7 (TLR7),Approved,Antagonist,D00183
D01SGK,T76904,Catechol-O-methyl-transferase (COMT),Approved,Inhibitor,D01351
D07ESC,T89361,Cyclin-dependent kinase 6 (CDK6),Approved,Inhibitor,D01087
D07ESC,T85799,Cyclin-dependent kinase 4 (CDK4),Approved,Inhibitor,D01087
D07ESC,T47941,Phosphodiesterase 4 (PDE4),Approved,Inhibitor,D01087
D0BZ7W,T67684,Muscarinic acetylcholine receptor M3 (CHRM3),Approved,Antagonist,D00766
D0A3ZU,T29064,Angiogenesis/myeloma cell growth (AMCG),Approved,Modulator,D00698
D09PQZ,T25005,Tyrosine-protein kinase BTK (ATK),Approved,Inhibitor,D01266
D0T6EI,T62094,Bacterial 30S ribosomal RNA (Bact 30S rRNA),Approved,Inhibitor,D01220
D0E7ZU,T48873,Synaptic vesicle amine transporter (SLC18A2),Approved,Modulator,D01284
D0J0BU,T84631,Coagulation factor Xa (F10),Approved,Modulator,D01061
D0RE6T,T51593,Tryptophan hydroxylase (TPH),Approved,Modulator,D01158
D0S9SD,T14342,Human immunodeficiency virus Reverse transcriptase (HIV RT),Approved,Modulator,D00606
D0QD1G,T39087,Human immunodeficiency virus Integrase (HIV IN),Approved,Modulator,D00863
D02VJP,T67977,Cytochrome P450 3A (CYP3A),Approved,Modulator,D01154
D0U3SY,T56418,ALK tyrosine kinase receptor (ALK),Approved,Inhibitor,D01190
D09SGV,T40555,Hepatitis C virus Non-structural 5A (HCV NS5A),Approved,Inhibitor,D01155
D09ZXR,T47768,Opioid receptor mu (MOP),Approved,Modulator,D01074
D09ZXR,T58992,Opioid receptor delta (OPRD1),Approved,Modulator,D01074
D0S9CB,T32060,5-HT 2A receptor (HTR2A),Approved,Modulator,D00989
D0S9CB,T78709,5-HT 1A receptor (HTR1A),Approved,Modulator,D00989
D0X0CB,T55654,cAMP-dependent chloride channel (CFTR),Phase 2,Regulator,D01121
D0W7WC,T55654,cAMP-dependent chloride channel (CFTR),Approved,Modulator,D01119
D0Q5MQ,T48268,Melatonin receptor type 1B (MTNR1B),Approved,Agonist,D01059
D0Q5MQ,T97613,Melatonin receptor type 1A (MTNR1A),Approved,Agonist,D01059
D05RHI,T52227,Candida Thymidylate synthase (Candi TMP1),Approved,Inhibitor,D00433
D0S3NU,T82349,Bacterial Cell membrane (Bact CM),Approved,Inhibitor,D00978
D0J5VR,T67849,PI3-kinase delta (PIK3CD),Approved,Inhibitor,D01090
D07LCF,T47768,Opioid receptor mu (MOP),Approved,Modulator,D01238
D00OVU,T69485,Orexin receptor type 2 (HCRTR2),Approved,Modulator,D01145
D00TLP,T03896,Hepatitis C virus Serine protease NS3/4A (HCV NS3/4A),Approved,Modulator,D01143
D0D9HW,T14342,Human immunodeficiency virus Reverse transcriptase (HIV RT),Approved,Inhibitor,D00790
D0V3YT,T03896,Hepatitis C virus Serine protease NS3/4A (HCV NS3/4A),Approved,Modulator,D01065
D05KBU,T62905,Sodium-dependent multivitamin transporter (SLC5A6),Phase 2,Modulator,D01037
D05KBU,T62905,Sodium-dependent multivitamin transporter (SLC5A6),Phase 2,Modulator,D01386
D0X9CH,T03896,Hepatitis C virus Serine protease NS3/4A (HCV NS3/4A),Approved,Modulator,D00840
D0X6BV,T27812,Serotonin transporter (SERT),Approved,Modulator,D00994
D0X6BV,T78709,5-HT 1A receptor (HTR1A),Approved,Modulator,D00994
D05CPV,T17569,Voltage-gated potassium channel Kv1.5 (KCNA5),Approved,Blocker,D00736
