TTD_ID,Target_ID,Target_Name,Highest_status,MOA(Mechanisms of Action),FHDI_Drug_ID
D0KD1U,T44068,Adrenergic receptor beta-1 (ADRB1),Approved,Antagonist,D00305
D0B0SH,T47941,Phosphodiesterase 4 (PDE4),Approved,Modulator,D00809
D0B0SH,T33754,Phosphodiesterase 3 (PDE3),Approved,Modulator,D00809
D0E9TP,T73476,Antithrombin-III (ATIII),Approved,Activator,D00977
D08JZS,T77913,Histamine H1 receptor (H1R),Approved,Antagonist,D00326
D0T3HY,T23547,Opioid receptor (OPR),Approved,Agonist,D00929
D0T3HY,T69494,N-methyl-D-aspartate receptor (NMDAR),Approved,Antagonist,D00929
D0L2UN,T68066,Steroid hormone receptor ERR (ESRR),Approved,Modulator,D01129
D0Q9JT,T84621,Steroid 11-beta-hydroxylase (CYP11B1),Approved,Inhibitor,D00242
D0RG3O,T79961,Muscarinic acetylcholine receptor M5 (CHRM5),Approved,Antagonist,D00726
D08VXO,T77913,Histamine H1 receptor (H1R),Approved,Antagonist,D00441
D0B4TN,T28893,Muscarinic acetylcholine receptor M1 (CHRM1),Approved,Antagonist,D00059
D07QLG,T15117,Adrenergic receptor (ADR),Approved,Modulator,D00817
D03DEI,T11288,Multidrug resistance-associated protein 1 (ABCC1),Approved,Modulator,D00349
D06AEO,T11211,Androgen receptor (AR),Approved,Antagonist,D00896
D06FWC,T75440,Translocator protein (TSPO),Approved,Agonist,D00155
D0W2NM,T75440,Translocator protein (TSPO),Approved,Agonist,D00158
D05HFY,T11843,Vitamin K epoxide reductase complex 1 (VKORC1),Approved,Inhibitor,D01214
D06GAM,T96144,DNA topoisomerase II (TOP2),Approved,Inhibitor,D00152
D0R0UJ,T83011,Monoamine oxidase type B (MAO-B),Approved,Inhibitor,D00284
D0R0UJ,T62151,Monoamine oxidase (MAO),Approved,Inhibitor,D00284
D0U5FS,T67162,Dopamine D2 receptor (D2R),Approved,Antagonist,D00163
D00ZFP,T89534,Estrogen receptor (ESR),Approved,Agonist,D00408
D03TPR,T79591,Thyroid hormone receptor alpha (THRA),Approved,Modulator,D01126
D03TPR,T98933,Thyroid hormone receptor beta (THRB),Approved,Modulator,D01126
D0AP9T,T34743,Bacterial Penicillin binding protein (Bact PBP),Approved,Binder,D00570
D0G3AQ,T75440,Translocator protein (TSPO),Approved,Modulator,D00306
D01NLB,T38338,Voltage-gated calcium channel alpha Cav2.2 (CACNA1B),Approved,Blocker,D01115
D03ELL,T67162,Dopamine D2 receptor (D2R),Approved,Antagonist,D00034
D0K3OK,T60693,Opioid receptor kappa (OPRK1),Phase 3,Agonist,D01135
D03BQP,T87831,N-formyl peptide receptor (FPR1),Phase 3,Antagonist,D00332
D0X8ED,T62193,Aromatic-L-amino-acid decarboxylase (DDC),Phase 3,Inhibitor,D00051
D0W9ZF,T67162,Dopamine D2 receptor (D2R),Approved,Agonist,D00856
D0Z9NZ,T57392,Debrisoquine 4-hydroxylase (CYP2D6),Approved,Inducer,D00173
D06KKS,T34743,Bacterial Penicillin binding protein (Bact PBP),Approved,Binder,D00547
D0Y0SW,T11211,Androgen receptor (AR),Approved,Antagonist,D00164
D04CFW,T34743,Bacterial Penicillin binding protein (Bact PBP),Approved,Binder,D00762
D00NAX,T79961,Muscarinic acetylcholine receptor M5 (CHRM5),Approved,Binder,D00319
D0B8QB,T69494,N-methyl-D-aspartate receptor (NMDAR),Approved,Antagonist,D00946
D09LPN,T94033,Coagulation factor IIa (F2),Approved,Inhibitor,D01307
D0Y8OK,T63934,Interferon-alpha 2 (IFNA2),Approved,Modulator,D01393
D03QCW,T06421,Interferon alpha/beta receptor 2 (IFNAR2),Approved,Binder,D01395
D0T1UJ,T89034,Plasminogen (PLG),Approved,Activator,D01398
D0G5JW,T65197,Erythropoietin Receptor (EPOR),Investigative,Stimulator,D01098
D0I1XG,T32247,Calcitonin receptor (CALCR),Approved,Binder,D01110
D08NWC,T63934,Interferon-alpha 2 (IFNA2),Approved,Modulator,D01399
D0K4DI,T89034,Plasminogen (PLG),Approved,Activator,D01400
D05PHH,T20297,Serine protease unspecific (SP),Approved,Inhibitor,D00168
D07OGZ,T84631,Coagulation factor Xa (F10),Discontinued in Phase 3,Inhibitor,D01193
D00AWT,T29500,Adrenergic receptor alpha-1B (ADRA1B),Approved,Binder,D00288
D0H2DQ,T00494,ATP-binding cassette transporter A1 (ABCA1),Approved,Modulator,D00313
D0J1NQ,T82266,Voltage-gated L-type calcium channel (L-CaC),Phase 3,Blocker,D00554
D06UDO,T77913,Histamine H1 receptor (H1R),Approved,Antagonist,D00474
D0J8ZA,T43920,Carbonic anhydrase (CA),Approved,Inhibitor,D00435
D09QZI,T22939,Progesterone receptor (PGR),Approved,Agonist,D00979
D0Y2CJ,T67952,Potassium channel unspecific (KC),Approved,Modulator,D00247
D0O6GC,T83813,5-HT 2C receptor (HTR2C),Approved,Antagonist,D00461
D0N3PE,T74654,Adrenergic neuron (AD neuro),Approved,Blocker,D00177
D07VHR,T66665,Prostaglandin G/H synthase 2 (COX-2),Approved,Inhibitor,D00297
D0L2LS,T11211,Androgen receptor (AR),Approved,Agonist,D00436
D08EOD,T64795,Voltage-gated calcium channel alpha Cav3.1 (CACNA1G),Approved,Blocker,D00437
D05AFR,T72657,Staphylococcus 30S ribosomal subunit (Stap-coc pbp2),Approved,Binder,D01222
D02KIU,T22939,Progesterone receptor (PGR),Approved,Binder,D00985
D0O2WB,T30082,Acetylcholinesterase (AChE),Approved,Inhibitor,D00325
D04LHJ,T67684,Muscarinic acetylcholine receptor M3 (CHRM3),Approved,Modulator,D00942
D0PG0G,T14602,Coagulation factor VIII (F8),Approved,Inhibitor,D01406
D0PG0G,T37510,Coagulation factor Va (F5),Approved,Inhibitor,D01406
D0AJ5L,T77913,Histamine H1 receptor (H1R),Approved,Antagonist,D00276
D07XHO,T20178,Tumor necrosis factor (TNF),Approved,NA,D00253
D07XHO,T20297,Serine protease unspecific (SP),Approved,Inhibitor,D00253
D0U8US,T30284,Interferon gamma receptor (IFNGR2),Approved,Binder,D01403
D0V4JQ,T02808,Interferon-beta (IFNB1),Approved,Modulator,D01408
D0CQ2O,T06421,Interferon alpha/beta receptor 2 (IFNAR2),Approved,Binder,D01409
D0P0WV,T63934,Interferon-alpha 2 (IFNA2),Approved,Modulator,D01268
D0N7AD,T77913,Histamine H1 receptor (H1R),Approved,Antagonist,D00499
D08HRJ,T77913,Histamine H1 receptor (H1R),Approved,Antagonist,D00439
D4Q5AW,T99954,Prostacyclin receptor (PTGIR),Phase 4,Agonist,D00889
D0T7US,T74456,Angiotensin II receptor type-1 (AGTR1),Approved,Antagonist,D00869
D06HBQ,T09423,Inward rectifier potassium channel Kir1.2 (KCNJ10),Approved,Binder,D00660
D09PMV,T58454,Fibroblast growth factor receptor 2 (FGFR2),Approved,Binder,D01404
D09ELP,T45993,Calcium channel unspecific (CaC),Approved,Modulator,D00707
D0M8PW,T77913,Histamine H1 receptor (H1R),Approved,Antagonist,D01045
DUQV41,T59480,KRAS G12C mutant (KRAS G12C),Phase 3,Inhibitor,D01356
D01ZLU,T17687,Fibroblast growth factor receptor (FGFR),Phase 3,Antagonist,D01274
D01ZLU,T64376,Fibroblast growth factor (FGF),Phase 3,Inhibitor,D01274
D02QFW,T37405,Neuropeptide receptor (NPR),Phase 2,Modulator,D01078
D7HLI1,T14602,Coagulation factor VIII (F8),Phase 3,Replacement,D01481
D07KUN,T89534,Estrogen receptor (ESR),Phase 3,Modulator,D01125
D0Z8EV,T18143,MERS-CoV papain-like proteinase (PL-PRO),Investigative,Inhibitor,D00775
D0Z9EO,T17163,Leptin receptor (LEPR),Approved,Modulator,D01429
D0U5UC,T06093,Rho-associated protein kinase 2 (ROCK2),Phase 2,Inhibitor,D01100
D0B7CH,T29303,Sodium channel unspecific (NaC),Phase 2,Blocker,D00296
D0B7CH,T64382,Gamma-aminobutyric acid receptor (GAR),Phase 2,Agonist,D00296
D0B7CH,T68547,Histone deacetylase 1 (HDAC1),Phase 2,Inhibitor,D00296
D0TC4R,T89034,Plasminogen (PLG),Phase 3,Activator,D01418
D08RKK,T20401,Carbonic anhydrase II (CA-II),Investigative,Inhibitor,D00524
D08RKK,T13201,Carbonic anhydrase I (CA-I),Investigative,Inhibitor,D00524
D0R6RE,T89534,Estrogen receptor (ESR),Approved,Modulator,D01435
D05QOL,T08306,B-cell-specific glycoprotein B29 (CD79B),Approved,NA,D01451
D0NU8J,T21123,Hypoxia-inducible factor 2 alpha (HIF-2A),Phase 3,Inhibitor,D01301
D07UBG,T74456,Angiotensin II receptor type-1 (AGTR1),Approved,Antagonist,D00691
D06QAK,T87689,C-type natriuretic peptide (NPPC),Phase 3,Modulator,D01311
DA69JF,T36075,Glucagon-like peptide 1 receptor (GLP1R),Phase 3,Agonist,D01475
D0M2XE,T85435,Insulin receptor (INSR),Approved,Binder,D01116
D24GYL,T23343,Human immunodeficiency virus Capsid p24 (HIV p24),Phase 2/3,Inhibitor,D01355
D0S1XX,T78932,TYK2 tyrosine kinase (TYK2),Phase 3,Inhibitor,D01321
D05PCM,T43415,Tyrosine-protein kinase (PTK),Phase 3,Inhibitor,D01290
D0S2IQ,T76213,Phenylalanine hydroxylase (PAH),Approved,Modulator,D01341
DDE3Z4,T67849 ,PI3-kinase delta (PIK3CD),NA,Inhibitor,D01502
DF0PI8,T17140,P2X purinoceptor 3 (P2RX3),NA,Antagonist,D01503
D0K5CB,T52522,Adrenergic receptor beta-2 (ADRB2),NA,Agonist,D01486
D0OC3J,T67162,Dopamine D2 receptor (D2R),NA,Antagonist,D01413
D09EGZ,T07289,Duffy antigen chemokine receptor (ACKR1),Approved,"Modulator	",D01510
D0L9UU,T62094,Bacterial 30S ribosomal RNA (Bact 30S rRNA),Approved,Modulator,D01511
D0CS2F,T58992,Opioid receptor delta (OPRD1),Approved,Binder,D01512
D0I5WB,T89534,Estrogen receptor (ESR),Approved,Modulator,D01513
D07NSU,T42000,Interleukin-1 beta (IL1B),Approved,Inhibitor,D01514
D0I8FI,T44068,Adrenergic receptor beta-1 (ADRB1),Approved,Agonist,D01515
D0I8FI,T52522,Adrenergic receptor beta-2 (ADRB2),Approved,Modulator,D01515
D0I8FI,T95385,Interleukin-12 beta (IL12B),Approved,Modulator,D01515
