TTD_ID,Indication,State,FHDI_Drug_ID
D0Z1UA,Hypertension [ICD-11: BA00-BA04],Approved,D00639
D0NW3X,Sinus rhythm disorder [ICD-11: BC9Y],Approved,D00640
D0H5LK,Premature ejaculation [ICD-11: HA03.0Z],Phase 4,D00641
D0M8VE,Schizophrenia [ICD-11: 6A20],Approved,D00642
D0N3VR,Invasive aspergillosis [ICD-11: 1F20.0],Approved,D00645
D0T8VY,Inflammation [ICD-11: 1A00-CA43.1],Approved,D00646
D0V5IW,Bacterial vaginosis [ICD-11: MF3A],Approved,D00647
D0V5IW,Amoebiasis [ICD-11: 1A36],Approved,D00647
D0JL2K,Chronic bronchitis [ICD-11: CA20.1],Approved,D00649
D0JL2K,Bacterial infection [ICD-11: 1A00-1C4Z],Withdrawn from market,D00649
D06ZEE,Fungal infection [ICD-11: 1F29-1F2F],Approved,D00650
D0WY5Q,Alzheimer disease [ICD-11: 8A20],Approved,D00651
D06FPQ,Migraine [ICD-11: 8A80],Approved,D00652
D02DMQ,Migraine [ICD-11: 8A80],Approved,D00653
D0N0RU,Cutaneous T-cell lymphoma [ICD-11: 2B01],Approved,D00654
D0Z1ZM,Bacterial infection [ICD-11: 1A00-1C4Z],Approved,D00656
D0T8GD,Nicotine dependence [ICD-11: 6C4A.2],Approved,D00658
D0T8GD,Tobacco dependence [ICD-11: 6C4A.2],Clinical trial,D00658
D00HDU,Hypertension [ICD-11: BA00-BA04],Approved,D00659
D06HBQ,"Diabetic complication [ICD-11: 5A2Y; ICD-9: 253.5, 588.1]",Approved,D00660
D07UWV,Thrombosis [ICD-11: DB61-GB90],Approved,D00661
D0U5GB,Human immunodeficiency virus infection [ICD-11: 1C62],Approved,D00662
D0I3RO,Neurogenic orthostatic hypotension [ICD-11: 8D87.0Y],Approved,D00664
D0H3TD,Bacterial infection [ICD-11: 1A00-1C4Z],Approved,D00665
D0U4CE,Pulmonary arterial hypertension [ICD-11: BB01.0],Approved,D00666
D03KYG,Hypertension [ICD-11: BA00-BA04],Approved,D00667
D07UHS,Primary progressive multiple sclerosis [ICD-11: 8A40.1],Approved,D00668
D03RTK,Solid tumour/cancer [ICD-11: 2A00-2F9Z],Approved,D00669
D03RTK,Ovarian cancer [ICD-11: 2C73],Phase 3,D00669
D05MQK,Erectile dysfunction [ICD-11: HA01.1],Approved,D00671
D08HDY,Urinary tract infection [ICD-11: GC08],Approved,D00672
D0B3UJ,Schizophrenia [ICD-11: 6A20],Approved,D00673
D0V1UW,Hereditary tyrosinemia type 1 [ICD-11: 5C50.11],Approved,D00674
D07TWN,Plasmodium vivax malaria [ICD-11: 1F41],Approved,D00675
D07TWN,Malaria [ICD-11: 1F40-1F45],Approved,D00675
D0R5RR,Acute lymphoblastic leukaemia [ICD-11: 2A85],Approved,D00676
D0R5RR,Myelodysplastic syndrome [ICD-11: 2A37],Approved,D00676
D0G8NN,Parkinson disease [ICD-11: 8A00.0],Approved,D00677
D0L6DA,Osteoarthritis [ICD-11: FA00-FA05],Approved,D00678
D0Z0MG,Acute hyperammonaemia [ICD-11: 5C50.A],Approved,D00679
D0P0SZ,Malaria [ICD-11: 1F40-1F45],Approved,D00681
D09MGR,Rheumatoid arthritis [ICD-11: FA20],Approved,D00683
D01GBY,Allergic rhinitis [ICD-11: CA08.0],Approved,D00684
D0O3FG,Major depressive disorder [ICD-11: 6A70.3],Approved,D00686
D0O3FG,Menopause symptom [ICD-11: GA30.0],Phase 3,D00686
D08GJH,Schizophrenia [ICD-11: 6A20],Phase 3,D00687
D0SV8E,leukaemia [ICD-11: 2A60-2B33],Approved,D00688
D0SV8E,Solid tumour/cancer [ICD-11: 2A00-2F9Z],Phase 3,D00688
D0SV8E,Proliferative vitreoretinopathy [ICD-11: 9B78.2],Phase 3,D00688
D0SV8E,Rheumatoid arthritis [ICD-11: FA20],Phase 1,D00688
D0SV8E,Prostate cancer [ICD-11: 2C82.0],Investigative,D00688
D05MBZ,Benign prostatic hyperplasia [ICD-11: GA90],Approved,D00689
D0MD2L,Seizure disorder [ICD-11: 8A6Z],Approved,D00690
D0MD2L,Pediatric lennox-gastaut syndrome [ICD-11: 8A62.1],Approved,D00690
D0MD2L,Epilepsy [ICD-11: 8A60-8A68], Approved (orphan drug),D00690
D07UBG,High blood pressure [ICD-11: BA00],Approved,D00691
D0F5MT,Human immunodeficiency virus infection [ICD-11: 1C62],Approved,D00692
D0TV6I,Parkinson disease [ICD-11: 8A00.0],Approved,D00693
D0TV6I,Idiopathic parkinson disease [ICD-11: 8A00.0Z],Phase 3,D00693
D02STN,Prostate cancer [ICD-11: 2C82.0],Approved,D00694
D0S9QA,Angina pectoris [ICD-11: BA40],Approved,D00695
D0A5SE,Hyperuricaemia [ICD-11: 5C55.Y],Approved,D00697
D0A3ZU,Systemic sclerosis [ICD-11: 4A42],Approved,D00698
D08RBC,Major depressive disorder [ICD-11: 6A70.3],Approved,D00699
D0O5WP,Solid tumour/cancer [ICD-11: 2A00-2F9Z],Approved,D00700
D07IQS,Human immunodeficiency virus infection [ICD-11: 1C62],Approved,D00701
D0W4HZ,Hutchinson-Gilford progeria syndrome [ICD-11: LD2B],Approved,D00702
D0W4HZ,Myelodysplastic syndrome [ICD-11: 2A37],Phase 3,D00702
D0W4HZ,Hepatitis D virus infection [ICD-11: 1E51.2],Phase 2,D00702
D0W4HZ,Non-small-cell lung cancer [ICD-11: 2C25.Y],Discontinued in Phase 3,D00702
D02RSN,Bacterial infection [ICD-11: 1A00-1C4Z],Approved,D00703
D09LWS,Hypercholesterolaemia [ICD-11: 5C80.0],Approved,D00704
D04YMH,Knee osteoarthritis [ICD-11: FA01],Approved,D00705
D0ZV0Z,Bacterial infection [ICD-11: 1A00-1C4Z],Approved,D00706
D09ELP,Hypertension [ICD-11: BA00-BA04],Approved,D00707
D0L4YD,Overactive bladder [ICD-11: GC50.0],Approved,D00708
D0JY8T,Osteopetrosis [ICD-11: LD24.10],Approved,D00710
D0RD5W,Gastrointestinal disease [ICD-11: DE2Z],Approved,D00711
D0Z2FB,Rheumatoid arthritis [ICD-11: FA20],Phase 2,D00712
D0G6ZG,Thrombosis [ICD-11: DB61-GB90],Phase 3,D00713
D0G6ZG,Myocardial infarction [ICD-11: BA41-BA43],Phase 3,D00713
D0DJ1B,Osteoarthritis [ICD-11: FA00-FA05],Approved,D00714
D0DJ1B,Pain [ICD-11: MG30-MG3Z],Phase 2,D00714
D0DJ1B,Endometriosis [ICD-11: GA10],Investigative,D00714
D03YGR,Hyperparathyroidism [ICD-11: 5A51],Approved,D00715
D03YGR,Kidney disease [ICD-11: GC2Z],Phase 3,D00715
D0C1BG,Liver disease [ICD-11: DB90-BD99],Approved,D00716
D00CTS,Chronic idiopathic constipation [ICD-11: DC32],Approved,D00717
D0CL9S,Hepatitis B virus infection [ICD-11: 1E51.0],Approved,D00718
D01YVT,Hypercholesterolaemia [ICD-11: 5C80.0],Approved,D00719
D0U5VZ,Allergic rhinitis [ICD-11: CA08.0],Approved,D00720
D04NDM,Intestinal amebiasis [ICD-11: 1A36],Approved,D00721
D0H1LO,Hypophosphatasia [ICD-11: 5C64.3],Approved,D00722
D02EXZ,Iron-deficiency anemia [ICD-11: 3A00],Approved,D00723
D02EXZ,Onychomycosis [ICD-11: EE12.1],Phase 3,D00723
D0LM4A,Smoking dependence [ICD-11: 6C4A.2],Approved,D00724
D0RG3O,Organophosphate poisoning [ICD-11: NE6Z],Approved,D00726
D0RG3O,Poison intoxication [ICD-11: NE6Z],Phase 1,D00726
D0MU9L,Fabry disease [ICD-11: 5C56.01],Approved,D00727
D07POC,Non-small-cell lung cancer [ICD-11: 2C25.Y],Approved,D00728
D07POC,Pancreatic cancer [ICD-11: 2C10],Phase 3,D00728
D07POC,Colon cancer [ICD-11: 2B90.Z],Phase 2,D00728
D0TP5H,Depression [ICD-11: 6A70-6A7Z],Phase 3,D00730
D09WYX,Duchenne dystrophy [ICD-11: 8C70],Approved,D00733
D0X5SI,Chronic obstructive pulmonary disease [ICD-11: CA22],Approved,D00734
D0BP9C,Human immunodeficiency virus-1 infection [ICD-11: 1C62],Approved,D00735
D05CPV,Angina pectoris [ICD-11: BA40],Approved,D00736
D05CPV,Atrial fibrillation [ICD-11: BC81.3],Withdrawn from market,D00736
D0U0KW,Insomnia [ICD-11: 7A00-7A0Z],Approved,D00737
D0U0KW,Circadian rhythm sleep disorder [ICD-11: 7A60-7A65],Terminated,D00737
D08CDI,Breast cancer [ICD-11: 2C60-2C65],Approved,D00738
D03IGH,Human immunodeficiency virus infection [ICD-11: 1C62],Approved,D00739
D03IGH,Human immunodeficiency virus-1 infection [ICD-11: 1C62],Phase 3,D00739
D0M7JT,Stroke [ICD-11: 8B20],Approved,D00741
D03KZM,Hyponatraemia [ICD-11: 5C72],Approved,D00743
D03KZM,Heart failure [ICD-11: BD10-BD13],Phase 3,D00743
D0W5HK,Renal cell carcinoma [ICD-11: 2C90],Approved,D00744
D0W5HK,Hepatocellular carcinoma [ICD-11: 2C12.02],Phase 3,D00744
D0W5HK,Myelodysplastic syndrome [ICD-11: 2A37],Phase 2,D00744
D0Q5NX,Multiple myeloma [ICD-11: 2A83],Approved,D00745
D0XE1C,Radionuclide imaging [ICD-11: N.A.],Approved,D00746
D05OFX,Convulsion [ICD-11: 8A68.Z],Approved,D00747
D05OFX,Epilepsy [ICD-11: 8A60-8A68],Approved,D00747
D05OFX,Diabetic neuropathy [ICD-11: 8C0Z],Phase 3,D00747
D0OR2L,Synthesis disorder [ICD-11: 5C52-5C59],Approved,D00749
D0OR2L,Peroxisomal disorder [ICD-11: 5C57],Approved,D00749
D03SRY,Prostate cancer [ICD-11: 2C82.0],Approved,D00750
D0SH3I,Multiple myeloma [ICD-11: 2A83],Approved,D00751
D0SH3I,Mantle cell lymphoma [ICD-11: 2A85.5],Approved,D00751
D0SH3I,Non-hodgkin lymphoma [ICD-11: 2B33.5],Phase 3,D00751
D0ZU9R,Human immunodeficiency virus infection [ICD-11: 1C62],Approved,D00752
D0X7HM,Ovarian cancer [ICD-11: 2C73],Approved,D00753
D0C1SF,Ringworm infection [ICD-11: 1F28],Approved,D00754
D0M3QP,Heart failure [ICD-11: BD10-BD13],Approved,D00755
D0M3QP,Arrhythmia [ICD-11: BC9Z],Approved,D00755
D0M3QP,Congestive cardiac insufficiency [ICD-11: BD1Z],Approved,D00755
D0WI3T,Human immunodeficiency virus infection [ICD-11: 1C62],Approved,D00756
D0W6DG,Pain [ICD-11: MG30-MG3Z],Approved,D00757
D0A4IJ,Human immunodeficiency virus infection [ICD-11: 1C62],Approved,D00758
D0D0ZD,Diabetic complication [ICD-11: 5A2Y],Approved,D00759
D0B3QM,Pheochromocytoma [ICD-11: 5A75],Approved,D00761
D04CFW,Bacterial infection [ICD-11: 1A00-1C4Z],Approved,D00762
D07UYO,Bacterial infection [ICD-11: 1A00-1C4Z],Approved,D00763
D0Q4SD,Heart failure [ICD-11: BD10-BD13],Approved,D00765
D0BZ7W,Overactive bladder [ICD-11: GC50.0],Approved,D00766
D0W3OS,Anabolic metabolism [ICD-11: 5C50-5C8Z],Approved,D00767
D0Y5AM,Overactive bladder [ICD-11: GC50.0],Approved,D00768
D02DGU,Acne vulgaris [ICD-11: ED80],Approved,D00769
D02DGU,Acute promyelocytic leukaemia [ICD-11: 2A60.0],Approved,D00769
D06OMK,Organ transplant rejection [ICD-11: NE84],Approved,D00770
D06OMK,Ocular allergy [ICD-11: 4A81],Phase 3,D00770
D08GHB,Hypercholesterolaemia [ICD-11: 5C80.0],Approved,D00772
D03KIA,Hyperlipidaemia [ICD-11: 5C80],Approved,D00773
D03KIA,Multiple myeloma [ICD-11: 2A83],Phase 1/2,D00773
D0JE2E,Hypercholesterolaemia [ICD-11: 5C80.0],Approved,D00774
D0JE2E,Elevated C-reactive protein [ICD-11: MA14.15],Phase 3,D00774
D0JE2E,Hypercholesterolaemia [ICD-11: 5C80.0],Approved,D00774
D0JE2E,Elevated C-reactive protein [ICD-11: MA14.15],Phase 3,D00774
D0JE2E,Hypercholesterolaemia [ICD-11: 5C80.0],Approved,D01381
D0JE2E,Elevated C-reactive protein [ICD-11: MA14.15],Phase 3,D01381
D0JE2E,Hypercholesterolaemia [ICD-11: 5C80.0],Approved,D01381
D0JE2E,Elevated C-reactive protein [ICD-11: MA14.15],Phase 3,D01381
D0Z8EV,Crohn disease [ICD-11: DD70],Approved,D00775
D0Z8EV,Middle East Respiratory Syndrome (MERS) [ICD-11: 1D64],Investigative,D00775
D0Z8EV,Coronavirus Disease 2019 (COVID-19) [ICD-11: 1D6Y],Investigative,D00775
D0R0ZL,Acne vulgaris [ICD-11: ED80],Approved,D00776
D01GYT,Bacterial infection [ICD-11: 1A00-1C4Z],Approved,D00777
D0M4WA,Primary biliary cholangitis [ICD-11: DB96.1],Approved,D00779
D0M4WA,Insomnia [ICD-11: 7A00-7A0Z],Clinical trial,D00779
D02XIY,Acromegaly [ICD-11: 5A60.0],Approved,D00780
D09ZIO,Acute cardiac ischemic events [ICD-11: BA40.Z],Approved,D00781
D0G3PI,Kaposi sarcoma [ICD-11: 2B57],Approved,D00782
D0R4UW,Asthma [ICD-11: CA23],Approved,D00783
D0R4UW,Type-2 diabetes [ICD-11: 5A11],Phase 1,D00783
D0R4UW,Chronic obstructive pulmonary disease [ICD-11: CA22],Withdrawn from market,D00783
D0R4UW,Atopic dermatitis [ICD-11: EA80],Discontinued in Phase 2,D00783
D0X5XU,Myelodysplastic syndrome [ICD-11: 2A37],Approved,D00784
D02AYL,Tuberculosis [ICD-11: 1B10-1B14],Approved,D00785
D02AYL,Mycobacterium infection [ICD-11: 1B10-1B21],Phase 3,D00785
D0B4IF,Fungal infection [ICD-11: 1F29-1F2F],Approved,D00786
D06YHL,Microorganisms infection [ICD-11: 1A00-1A09],Approved,D00787
D00FGO,Multiple myeloma [ICD-11: 2A83],Approved,D00788
D00FGO,Intrahepatic cholangiocarcinoma [ICD-11: 2C12.10],Phase 3,D00788
D6DT3X,Escherichia coli infection [ICD-11: 1A03],Phase 2,D00789
D0D9HW,Human immunodeficiency virus infection [ICD-11: 1C62],Approved,D00790
D07ABV,Aspergillosis [ICD-11: 1F20],Approved,D00791
D07WXI,Cytomegalovirus infection [ICD-11: 1D82],Phase 3,D00792
D02FLB,Metabolic acidosis [ICD-11: 5C73],Approved,D00795
D02IQY,Alzheimer disease [ICD-11: 8A20],Approved,D00798
D0NE9T,Venous thrombosis [ICD-11: BA43],Approved,D00801
D08BTB,Central nervous system disease [ICD-11: 8A04-8D87],Approved,D00803
D0O1UZ,LennoxGastaut syndrome [ICD-11: 8A62.1],Approved,D00806
D0O1UZ,Dravet syndrome [ICD-11: 8A61.11],Approved,D00806
D0O1UZ,Infantile spasm [ICD-11: 8A62.0],Phase 3,D00806
D0O1UZ,Epilepsy [ICD-11: 8A60-8A68],Phase 2,D00806
D06AWE,Pain [ICD-11: MG30-MG3Z],Approved,D00807
D06AWE,Psychiatric disorder [ICD-11: 6E8Z],Phase 3,D00807
D06AWE,Migraine [ICD-11: 8A80],Phase 2,D00807
D00STL,Chronic myelogenous leukaemia [ICD-11: 2A20.0],Approved,D00808
D0B0SH,Cough [ICD-11: MD12],Approved,D00809
D0K0KH,Fibromyalgia [ICD-11: MG30.01],Approved,D00810
D0F2XQ,Haematological malignancy [ICD-11: 2B33.Y],Approved,D00811
D00MIN,Hyperthyroidism [ICD-11: 5A02],Approved,D00812
D0B0CP,Psychotic disorder [ICD-11: 6A20-6A25],Approved,D00813
D06FES,Depression [ICD-11: 6A70-6A7Z],Approved,D00814
D09UZO,Acute lymphoblastic leukaemia [ICD-11: 2A85],Approved,D00815
D09UZO,Crohn disease [ICD-11: DD70],Phase 4,D00815
D07QLG,Orthostatic hypotension [ICD-11: BA21],Approved,D00817
D05CEU,Migraine [ICD-11: 8A80],Approved,D00818
D0E0LQ,Schizophrenia [ICD-11: 6A20],Approved,D00819
D06ZII,Insomnia [ICD-11: 7A00-7A0Z],Approved,D00820
D0Z5IU,Rheumatoid arthritis [ICD-11: FA20],Approved,D00822
D0CT9Y,Female infertility [ICD-11: GA31.Z],Approved,D00823
D01AYJ,Fungal infection [ICD-11: 1F29-1F2F],Approved,D00824
D01AYJ,Onychomycosis [ICD-11: EE12.1],Phase 2,D00824
D0M3TM,Thllium and radioactive isotopes of caesium poisoning [ICD-11: NE61],Approved,D00826
D0M3TM,Metal intoxication [ICD-11: NE60],Approved,D00826
D01GYK,Metal intoxication [ICD-11: NE60],Approved,D00827
D02OZE,Heart failure [ICD-11: BD10-BD13],Approved,D00828
D02OZE,Arrhythmia [ICD-11: BC9Z],Approved,D00828
D02OZE,Congestive cardiac insufficiency [ICD-11: BD1Z],Approved,D00828
D07KSG,Breast cancer [ICD-11: 2C60-2C65],Approved,D00829
D0P0HB,Tuberculosis [ICD-11: 1B10-1B1Z],Approved,D00830
D0X7XG,Bacterial infection [ICD-11: 1A00-1C4Z],Approved,D00831
D0X7XG,MRSA infection [ICD-11: 1D01.0Y],Phase 3,D00831
D0B7YT,Addictive disorder [ICD-11: 6C50-6C5Z],Approved,D00832
D0B7YT,Nausea [ICD-11: MD90],Approved,D00832
D00MYT,Anaesthesia [ICD-11: 9A78.6],Approved,D00834
D0B8WN,Peptic ulcer [ICD-11: DA61],Approved,D00836
D09HNR,Bacterial infection [ICD-11: 1A00-1C4Z],Approved,D00837
D0NR6S,Human immunodeficiency virus infection [ICD-11: 1C62],Approved,D00838
D0NR6S,Chronic obstructive pulmonary disease [ICD-11: CA22],Phase 3,D00838
D04VFJ,Breast cancer [ICD-11: 2C60-2C65],Approved,D00839
D0X9CH,Hepatitis C virus infection [ICD-11: 1E51.1],Approved,D00840
D0Q9WO,Muscle spasm [ICD-11: MB47.3],Approved,D00841
D0Q9DK,Acid-reflux disorder [ICD-11: DA22],Approved,D00842
D00YLW,Nausea [ICD-11: MD90],Approved,D00843
D0T9TJ,Obesity [ICD-11: 5B81],Approved,D00844
D03DDR,Malaria [ICD-11: 1F40-1F45],Approved,D00845
D03DDR,Malaria [ICD-11: 1F40-1F45],Approved,D01382
D02CTS,Dyspareunia [ICD-11: GA12],Approved,D00846
D02CTS,Postmenopausal vaginal atrophy [ICD-11: GA30.2],Phase 3,D00846
D00JRA,Schizophrenia [ICD-11: 6A20],Approved,D00847
D06OMW,Parkinson disease [ICD-11: 8A00.0],Approved,D00849
D06OMW,Skin cancer [ICD-11: 2C30-2C37],Patented,D00849
D06OMW,Skin imperfections [ICD-11: EK71],Patented,D00849
D0E6XR,Chronic myelogenous leukaemia [ICD-11: 2A20.0],Approved,D00850
D0E6XR,Multiple myeloma [ICD-11: 2A83],Phase 2,D00850
D0G6QF,Solid tumour/cancer [ICD-11: 2A00-2F9Z],Approved,D00851
D0CY3A,Thrombosis [ICD-11: DB61-GB90],Discontinued in Phase 3,D00852
D0W9ZF,Hyperprolactinaemia [ICD-11: 5A60.1],Approved,D00856
D07IYO,Influenza virus infection [ICD-11: 1E30-1E32],Phase 2,D00858
D07IYO,Coronavirus Disease 2019 (COVID-19) [ICD-11: 1D6Y],Investigative,D00858
D05ATI,Constipation [ICD-11: DD91.1],Approved,D00859
D00UJF,Thrombosis [ICD-11: DB61-GB90],Approved,D00860
D0U2JP,Type-2 diabetes [ICD-11: 5A11],Approved,D00861
D0U2JP,Peripheral arterial disease [ICD-11: BD4Z],Phase 1/2,D00861
D0Y7PG,Parkinson disease [ICD-11: 8A00.0],Approved,D00862
D0QD1G,Human immunodeficiency virus infection [ICD-11: 1C62],Approved,D00863
D0Y7IU,Asthma [ICD-11: CA23],Approved,D00867
D0YX4S,Bacterial infection [ICD-11: 1A00-1C4Z],Approved,D00868
D0T7US,Hypertension [ICD-11: BA00-BA04],Approved,D00869
D00QET,Asthma [ICD-11: CA23],Approved,D00870
D0K5ER,Type-2 diabetes [ICD-11: 5A11],Approved,D00871
D0K5ER,Alzheimer disease [ICD-11: 8A20],Phase 3,D00871
D05ZGQ,Rhinitis [ICD-11: FA20],Approved,D00872
D03VZH,Insomnia [ICD-11: 7A00-7A0Z],Approved,D00873
D04FBR,Organ transplant rejection [ICD-11: NE84],Approved,D00874
D04FBR,Pemphigus vulgaris [ICD-11: EB40],Phase 3,D00874
D04FBR,Immune System disease [ICD-11: 4A01-4B41],Investigative,D00874
D0J1VY,Parkinson disease [ICD-11: 8A00.0],Approved,D00875
D0N1TP,Hyperparathyroidism [ICD-11: 5A51],Approved,D00876
D0G5CF,Chronic kidney disease [ICD-11: GB61],Approved,D00877
D00YEV,Influenza virus infection [ICD-11: 1E30-1E32],Phase 2,D00879
D0X9XP,Hemorrhoids [ICD-11: DB60],Approved,D00880
D05JDR,Chronic bronchitis [ICD-11: CA20.1],Approved,D00884
D0B1IP,Keratosis [ICD-11: ED56],Approved,D00885
D00DKK,Acne vulgaris [ICD-11: ED80],Approved,D00886
D09ANG,Medical abortion [ICD-11: JA00.1Z],Approved,D00887
D0V0IX,Pulmonary hypertension [ICD-11: BB01],Approved,D00888
D4Q5AW,Pulmonary hypertension [ICD-11: BB01],Phase 4,D00889
D0E8CI,Hay fever [ICD-11: CA08.00],Approved,D00890
D0G5GY,Coronavirus Disease 2019 (COVID-19) [ICD-11: 1D6Y],Phase 2/3,D00892
D03DIG,Pain [ICD-11: MG30-MG3Z],Approved,D00893
D03DIG,Cough [ICD-11: MD12],Phase 1,D00893
D05QDC,Psoriasis vulgaris [ICD-11: EA90],Approved,D00895
D06AEO,Prostate cancer [ICD-11: 2C82.0],Approved,D00896
D0T6RC,Cancer related pain [ICD-11: MG30],Phase 4,D00897
D06IZM,Angina pectoris [ICD-11: BA40],Approved,D00898
D0J5KF,Nausea and vomiting [ICD-11: MD90],Approved,D00899
D0X5KF,Pain [ICD-11: MG30-MG3Z],Approved,D00900
D04JHN,Pain [ICD-11: MG30-MG3Z],Approved,D00901
D04JHN,Chronic pain [ICD-11: MG30],Phase 3,D00901
D0E1XL,Fibromyalgia [ICD-11: MG30.01],Approved,D00902
D0E1XL,Epilepsy [ICD-11: 8A60-8A68],Approved,D00902
D0E9WL,Bacterial infection [ICD-11: 1A00-1C4Z],Approved,D00903
D0L7AS,Insomnia [ICD-11: 7A00-7A0Z],Approved,D00904
D05VIL,Opioid dependence [ICD-11: 6C43.2Z],Approved,D00905
D05VIL,Opioid dependence [ICD-11: 6C43.2Z],Approved,D01383
D0X3FX,Narcotic depression [ICD-11: 6A7Z],Approved,D00906
D0X3FX,Respiratory depression [ICD-11: MD11.5],Phase 3,D00906
D0X3FX,Pruritus [ICD-11: EC90],Phase 3,D00906
D0X3FX,Opioid dependence [ICD-11: 6C43.2Z],Phase 1,D00906
D03SKD,Pain [ICD-11: MG30-MG3Z],Approved,D00907
D03SKD,Back pain [ICD-11: ME84.Z],Phase 3,D00907
D02NSF,Pain [ICD-11: MG30-MG3Z],Approved,D00908
D03LJR,Organ transplant rejection [ICD-11: NE84],Approved,D00909
D03LJR,Multiple myeloma [ICD-11: 2A83],Approved,D00909
D03LJR,Dutch elm disease [ICD-11: 8D64],Phase 1/2,D00909
D07VDZ,Alcohol dependence [ICD-11: 6C40.2],Approved,D00910
D07VDZ,Epilepsy [ICD-11: 8A60-8A68],Approved,D00910
D07VDZ,Seizure disorder [ICD-11: 8A6Z],Investigative,D00910
D05TIB,Spasm [ICD-11: MB47.3],Approved,D00911
D05TIB,Overactive bladder [ICD-11: GC50.0],Approved,D00911
D0WE3O,Chronic pain [ICD-11: MG30],Approved,D00912
D0T5UL,Obesity [ICD-11: 5B81],Approved,D00913
D0F4ZY,Parkinson disease [ICD-11: 8A00.0],Approved,D00914
D0F4ZY,Substance use disorder [ICD-11: 6C4Z],Phase 1,D00914
D05ZTH,Pulmonary arterial hypertension [ICD-11: BB01.0],Approved,D00915
D01KQA,Pain [ICD-11: MG30-MG3Z],Approved,D00916
D01KQA,Prurigo nodularis [ICD-11: EC91.0],Phase 2/3,D00916
D01KQA,Uremic pruritus [ICD-11: EC90.10],Phase 2/3,D00916
D06PSS,Diabetic complication [ICD-11: 5A2Y],Approved,D00917
D05MFG,Hypertension [ICD-11: BA00-BA04],Approved,D00918
D02XSA,Dravet syndrome [ICD-11: 8A61.11],Approved,D00919
D02XSA,Epilepsy [ICD-11: 8A60-8A68],Approved,D00919
D01HTL,Solid tumour/cancer [ICD-11: 2A00-2F9Z],Approved,D00920
D07MON,Breast cancer [ICD-11: 2C60-2C65],Phase 2,D00921
D0I8LU,Schizophrenia [ICD-11: 6A20],Approved,D00922
D0U0VU,Benign prostatic hyperplasia [ICD-11: GA90],Approved,D00923
D03HFG,Depression [ICD-11: 6A70-6A7Z],Approved,D00924
D0OB0F,Breast cancer [ICD-11: 2C60-2C65],Approved,D00925
D0R0MW,Gastrointestinal stromal tumour [ICD-11: 2B5B],Approved,D00926
D0R0MW,Gastrointestinal cancer [ICD-11: 2C11],Approved,D00926
D00UZR,Breast cancer [ICD-11: 2C60-2C65],Approved,D00927
D00UZR,Solid tumour/cancer [ICD-11: 2A00-2F9Z],Phase 2,D00927
D00UZR,Schizophrenia [ICD-11: 6A20],Terminated,D00927
D00UZR,Breast cancer [ICD-11: 2C60-2C65],Approved,D00927
D00UZR,Solid tumour/cancer [ICD-11: 2A00-2F9Z],Phase 2,D00927
D00UZR,Schizophrenia [ICD-11: 6A20],Terminated,D00927
D00UZR,Breast cancer [ICD-11: 2C60-2C65],Approved,D01384
D00UZR,Solid tumour/cancer [ICD-11: 2A00-2F9Z],Phase 2,D01384
D00UZR,Schizophrenia [ICD-11: 6A20],Terminated,D01384
D00UZR,Breast cancer [ICD-11: 2C60-2C65],Approved,D01384
D00UZR,Solid tumour/cancer [ICD-11: 2A00-2F9Z],Phase 2,D01384
D00UZR,Schizophrenia [ICD-11: 6A20],Terminated,D01384
D0L7LC,Cutaneous T-cell lymphoma [ICD-11: 2B01],Approved,D00928
D0L7LC,Renal cell carcinoma [ICD-11: 2C90],Phase 3,D00928
D0L7LC,Peripheral T-cell lymphoma [ICD-11: 2A90.C],Phase 3,D00928
D0T3HY,Pain [ICD-11: MG30-MG3Z],Approved,D00929
D0T3HY,Ischemic stroke [ICD-11: 8B11.5Z],Terminated,D00929
D0PG8O,Alcohol dependence [ICD-11: 6C40.2],Approved,D00931
D0PG8O,Human immunodeficiency virus infection [ICD-11: 1C62],Phase 4,D00931
D09OBB,Cough [ICD-11: MD12],Approved,D00932
D0X9RG,Pain [ICD-11: MG30-MG3Z],Approved,D00933
D03YVO,Opioid-induced constipation [ICD-11: DB32.1],Approved,D00934
D03YVO,Obesity [ICD-11: 5B81], Preclinical,D00934
D06OVY,Bacterial infection [ICD-11: 1A00-1C4Z],Approved,D00935
D07HGR,Hypertension [ICD-11: BA00-BA04],Approved,D00936
D0U3EC,Hypertension [ICD-11: BA00-BA04],Approved,D00937
D01STB,Congestive heart failure [ICD-11: BD10],Approved,D00938
D0V7CF,Human immunodeficiency virus infection [ICD-11: 1C62],Approved,D00939
D0Y4QG,Multi-drug resistant tuberculosis [ICD-11: MG52.00],Approved,D00940
D00SEB,Hypertension [ICD-11: BA00-BA04],Approved,D00941
D04LHJ,Nausea and vomiting [ICD-11: MD90],Approved,D00942
D0PJ4K,Osteoporosis [ICD-11: FB83.0],Approved,D00943
D0RN2W,Hypokalemia [ICD-11: 5C77],Approved,D00945
D0B8QB,Ischemic stroke [ICD-11: 8B11.5Z],Approved,D00946
D0Y2IE,Acute bronchitis [ICD-11: CA42],Approved,D00948
D0A1CB,Bacterial infection [ICD-11: 1A00-1C4Z],Approved,D00949
D0M5OC,Hypertension [ICD-11: BA00-BA04],Approved,D00950
D00WUF,Chronic obstructive pulmonary disease [ICD-11: CA22],Approved,D00951
